id,public_id,name,SMILES,InDomain
13400,FDB013397,Diammonium sulfide,[NH4+].[NH4+].[S--],TRUE
13402,FDB013399,Sulfur dioxide,O=S=O,TRUE
13403,FDB013400,Selenium,[Se],TRUE
13412,FDB013409,Acteoside,CC1OC(OC2C(O)C(OCCC3=CC(O)=C(O)C=C3)OC(CO)C2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE
13416,FDB013413,Manganese(II) chloride (MnCl2),[Cl-].[Cl-].[Mn++],TRUE
13438,FDB013435,Pitheduloside B,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE
13440,FDB013437,Pitheduloside F,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE
13442,FDB013439,Xanthohumol B,COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C2CC(O)C(C)(C)OC2=C1,TRUE
13443,FDB013440,Calendulaglycoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
13445,FDB013442,Betavulgaroside IX,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(OC7OCC(O)C(O)C7O)C(O)=O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
13446,FDB013443,Spinacoside C,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(O)=O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
13447,FDB013444,Nickel,[Ni],TRUE
13448,FDB013445,Spinacoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(O)=O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE
13488,FDB013485,Zinc chloride,[Cl-].[Cl-].[Zn++],TRUE
13491,FDB013488,Zinc sulfate,[Zn++].[O-]S([O-])(=O)=O,TRUE
13492,FDB013489,Zinc oxide,[O--].[Zn++],TRUE
13508,FDB013505,Taraxerol,CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C2C1,TRUE
13518,FDB013515,Cucurbitacin B,CC(=O)OC(C)(C)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,TRUE
13521,FDB013518,Uvaol,CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C,TRUE
13524,FDB013521,Ganoderic acid A,CC(CC(=O)CC(C)C(O)=O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O,TRUE
13525,FDB013522,Fenchol,CC1(C)C2CCC(C)(C2)C1O,TRUE
13529,FDB013526,Prunasin,OC[C@H]1O[C@@H](O[C@@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
13537,FDB013534,Artabsinolide D,CC1C2CCC(C)(O)C3=C(C2OC1=O)C(C)(O)CC3O,TRUE
13541,FDB013538,Stevioside,CC12CCCC(C)(C1CCC13CC(=C)C(C1)(CCC23)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
13542,FDB013539,Rebaudioside E,CC12CCCC(C)(C1CCC13CC(=C)C(C1)(CCC23)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,TRUE
13543,FDB013540,Rebaudioside C,CC1OC(OC2C(OC34CC5(CC3=C)CCC3C(C)(CCCC3(C)C(=O)OC3OC(CO)C(O)C(O)C3O)C5CC4)OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
13544,FDB013541,Rebaudioside D,CC12CCCC(C)(C1CCC13CC(=C)C(C1)(CCC23)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,TRUE
13545,FDB013542,Rebaudioside B,CC12CCCC(C)(C1CCC13CC(=C)C(C1)(CCC23)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(O)=O,TRUE
13546,FDB013543,Rebaudioside A,CC12CCCC(C)(C1CCC13CC(=C)C(C1)(CCC23)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
13573,FDB013570,(+)-Isomenthone,CC(C)[C@@H]1CC[C@H](C)CC1=O,TRUE
13578,FDB013575,Neral,CC(C)=CCC\C(C)=C/C=O,TRUE
13583,FDB013580,Notoginsenoside Fa,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
13585,FDB013582,Sambunigrin,OC[C@H]1O[C@@H](O[C@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
13590,FDB013587,(-)-Fenchone,CC1(C)C2CCC(C)(C2)C1=O,TRUE
13599,FDB013596,4-Methoxybenzyl formate,COC1=CC=C(COC=O)C=C1,TRUE
13600,FDB013597,Chikusetsusaponin Ia,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
13607,FDB013604,Cobalt sulfate,[Co++].[O-]S([O-])(=O)=O,TRUE
13609,FDB013606,Xanthogalenol,COC1=C(CC=C(C)C)C(O)=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C1,TRUE
13610,FDB013607,Xanthohumol D,COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C(CC(O)C(C)=C)C(O)=C1,TRUE
13617,FDB013614,2-Methylpropyl phenylacetate,CC(C)COC(=O)CC1=CC=CC=C1,TRUE
13621,FDB013618,2-Phenylethyl propanoate,CCC(=O)OCCC1=CC=CC=C1,TRUE
13622,FDB013619,2-Phenylethyl butanoate,CCCC(=O)OCCC1=CC=CC=C1,TRUE
13627,FDB013624,Phenethyl salicylate,OC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,TRUE
13630,FDB013627,Prulaurasin,OC[C@H]1O[C@@H](OC(C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
13637,FDB013634,(x)-2-Heptanol glucoside,CCCCCC(C)OC1OC(CO)C(O)C(O)C1O,TRUE
13638,FDB013635,Dehydrocyanaropicrin,OCC(=C)C(=O)OC1CC(=C)C2CC(=O)C(=C)C2C2OC(=O)C(=C)C12,TRUE
13639,FDB013636,Amygdalin,OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
13687,FDB013684,Iron(II) lactate,[Fe++].CC(O)C([O-])=O.CC(O)C([O-])=O,TRUE
13693,FDB013690,"2',4,4'-Trihydroxy-6'-methoxy-3',5'-diprenylchalcone",COC1=C(CC=C(C)C)C(O)=C(CC=C(C)C)C(O)=C1C(=O)\C=C\C1=CC=C(O)C=C1,TRUE
13699,FDB013696,Isobutyl anthranilate,CC(C)COC(=O)C1=CC=CC=C1N,TRUE
13700,FDB013697,Deacetylnomilinic acid,CC(C)(O)C1CC(=O)C2(C)C(CCC3(C)C(OC(=O)C4OC234)C2=COC=C2)C1(C)C(O)CC(O)=O,TRUE
13705,FDB013702,Geranial,CC(C)=CCC\C(C)=C\C=O,TRUE
13711,FDB013708,"(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol",CC(C)=CCC\C(C)=C/CC\C(C)=C/CCC(C)(O)C=C,TRUE
13721,FDB013718,(R)-Carvone,CC(=C)[C@@H]1CC=C(C)C(=O)C1,TRUE
13742,FDB013739,Diosbulbin A,COC(=O)C1CC(O)CC2C1C1CC3(OC(CC23C)C2=COC=C2)C(=O)O1,TRUE
13743,FDB013740,Diosbulbin D,CC12CC(OC(=O)C1CC(=O)C1C3CC(CC21)OC3=O)C1=COC=C1,TRUE
13766,FDB013763,Parkeol,[H][C@@]12CC[C@@]3([H])C(C)(C)C(O)CC[C@]3(C)C1=CC[C@]1(C)[C@H](CC[C@@]21C)[C@H](C)CCC=C(C)C,TRUE
13767,FDB013764,Citrunobin,COC1=C2C=CC(C)(C)OC2=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C1,TRUE
13785,FDB013782,Isoarborinol,CC(C)C1CCC2C1(C)CCC1(C)C3CCC4C(C)(C)C(O)CCC4(C)C3=CCC21C,TRUE
13795,FDB013792,Geraniol,CC(C)=CCC\C(C)=C\CO,TRUE
13803,FDB013800,(-)-Menthone,CC(C)C1CCC(C)CC1=O,TRUE
13805,FDB013802,Lanosterol,[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C,TRUE
13841,FDB013838,(R)-Perillaldehyde,[H]C(=O)C1=CCC(CC1)C(C)=C,TRUE
13861,FDB013858,3beta-24-Methylenelanost-9(11)-en-3-ol,CC(C)C(=C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC4(C)C3=CCC12C,TRUE
13865,FDB013862,Emodin,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=C(O)C=C1O)C2=O,TRUE
13867,FDB013864,10-Acetoxyoleuropein,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C\COC(C)=O)C1CC(=O)OCCC1=CC(O)=C(O)C=C1,TRUE
13868,FDB013865,10-Acetoxyligustroside,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C\COC(C)=O)C1CC(=O)OCCC1=CC=C(O)C=C1,TRUE
13870,FDB013867,Aloin,OCC1OC(C(O)C(O)C1O)C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,TRUE
13874,FDB013871,Isocyclocalamin,COC(=O)CC1OC(C)(C)C2C(O)C(=O)C3(C)C(CCC4(C)C(OC(=O)C5OC345)C3=COC=C3)C12C,TRUE
13877,FDB013874,Matairesinoside,COC1=CC(CC2C(CC3=CC(OC)=C(O)C=C3)COC2=O)=CC=C1OC1OC(CO)C(O)C(O)C1O,TRUE
13878,FDB013875,Dimethylmatairesinol,COC1=CC=C(CC2COC(=O)C2CC2=CC=C(OC)C(OC)=C2)C=C1OC,TRUE
13882,FDB013879,Phloroglucinol,OC1=CC(O)=CC(O)=C1,TRUE
13886,FDB013883,Thiocyanic acid,SC#N,TRUE
13908,FDB013905,"1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1-penten-3-one",CCC(=O)\C=C\C1C(C)=CCCC1(C)C,TRUE
13912,FDB013909,Taraxinic acid glucosyl ester,C\C1=C\C2OC(=O)C(=C)C2CC\C(=C/CC1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
13938,FDB013935,"1-Acetoxy-2-hydroxy-5,12,15-heneicosatrien-4-one",CCCCC\C=C/C\C=C/CCCCC\C=C\C(=O)C[C@@H](O)COC(C)=O,TRUE
13954,FDB013951,Crispanone,C\C=C(\C)C(=O)O[C@@H]1C=C(C)CC[C@]2(O)[C@@H](C(C)C)CC(=O)[C@]12C,TRUE
13966,FDB013963,Fevicordin B 2-gentiobioside,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CCC4=C(C)C(O)=C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C=C4C3(C)C(=O)CC12C,TRUE
13975,FDB013972,Ganoderic acid C2,CC(CC(=O)CC(C)C(O)=O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O,TRUE
13994,FDB013991,Galactopinitol B,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,TRUE
13995,FDB013992,Fagopyritol B2,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,TRUE
13996,FDB013993,Fagopyritol B3,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@H]4[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,TRUE
14037,FDB014034,Ginsenoside Rb3,CC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
14038,FDB014035,Notoginsenoside R2,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,TRUE
14039,FDB014036,Notoginsenoside R1,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,TRUE
14054,FDB014051,Copper sulfate,[Cu++].[O-]S([O-])(=O)=O,TRUE
14055,FDB014052,Hydrocyanite,O.O.O.O.O.[Cu++].[O-]S([O-])(=O)=O,TRUE
14059,FDB014056,Ganoderenic acid A,CC(CC(=O)\C=C(\C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(O)=O,TRUE
14073,FDB014070,Ginsenoside C,CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(C)(O)CCC=C(C)C)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O,TRUE
14096,FDB014093,Dihydrocitronellol,CC(C)CCCC(C)CCO,TRUE
14103,FDB014100,4-Butyl-gamma-butyrolactone,CCCCC1CCC(=O)O1,TRUE
14114,FDB014111,Assamsaponin D,C\C=C(\C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2CC1(C)C,TRUE
14121,FDB014118,"(2a,3b,5a,6a,22R,25R)-Furostane-22-methoxy-2,3,6,26-tetrol 3-[glucosyl-(1->2)-[xylosyl-(1->3)]-glucosyl-(1->4)-galactoside] 26-glucoside",COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C,TRUE
14136,FDB014133,"1beta,2alpha,3beta,19alpha-Tetrahydroxy-12-ursen-28-oic acid 28-O-[b-D-Glucopyranosyl-(1->2)-b-D-glucopyranosyl] ester",CC1CCC2(CCC3(C)C(=CCC4C3(C)CCC3C(C)(C)C(O)C(O)C(O)C43C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,TRUE
14150,FDB014147,Myricetin 3-(6''-acetylgalactoside),CC(=O)OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,TRUE
14154,FDB014151,Kaempferol 3-(6-acetylgalactoside),CC(=O)OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O,TRUE
14161,FDB014158,Avocadyne,OCC(O)CC(O)CCCCCCCCCCCC#C,TRUE
14162,FDB014159,Isopropyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC(C)C,TRUE
14173,FDB014170,5-Hydroxyferulic acid,COC1=CC(\C=C\C(O)=O)=CC(O)=C1O,TRUE
14174,FDB014171,"(3b,5a,6b,22a,25R)-Furostane-22-methoxy-3,6,26-triol 3-[glucosyl-(1->2)-[xylosyl-(1->3)]-glucosyl-(1->4)-galactoside] 26-glucoside",COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O,TRUE
14179,FDB014176,25-Epiruizgenin 3-[4''-rhamnosylglucoside],CC1C2C(CC3C4CC(O)C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE
14180,FDB014177,beta-Chacotriosyllilagen,CC1C2C(CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,TRUE
14183,FDB014180,Protopanaxadiol 3-glucoside 20-[arabinosyl-(1->2)-glucoside],CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
14186,FDB014183,Araloside S1,CCCCCCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(O)C(OC2OC(CO)C(O)C(O)C2OC2OCC(O)C(O)C2O)C1O,TRUE
14188,FDB014185,Fevicordin B 2-[rhamnosyl-(1->4)-glucosyl-(1->6)-glucoside],CC1OC(OC2C(CO)OC(OCC3OC(OC4=C(O)C(C)=C5CCC6C7(C)CC(O)C(C(C)(O)C(=O)CCC(C)(C)OC(C)=O)C7(C)CC(=O)C6(C)C5=C4)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,TRUE
14195,FDB014192,Pseudoisoeugenol 2-methylbutanoate,CCC(C)C(=O)OC1=CC=C(OC)C=C1\C=C\C,TRUE
14197,FDB014194,"Epicatechin-(4beta->6)-epicatechin-(2beta->7,4beta->8)-epicatechin",OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C1=C(OC3(OC4=C(C1C3O)C(O)=C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)C(O)=C4)C1=CC(O)=C(O)C=C1)C=C2O,TRUE
14283,FDB014280,Luteolin 7-glucoside,OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
14297,FDB014294,(Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one,CC\C=C/CC1=C(C)CCC1=O,TRUE
14299,FDB014296,Mascaroside,CC12CC(=O)C3=C(C=CO3)C1CCC13CC(CC(O)C21)C(O)(COC1OC(CO)C(O)C(O)C1O)C3O,TRUE
14312,FDB014309,Monotropein,OCC1OC(OC2OC=C(C3C=CC(O)(CO)C23)C(O)=O)C(O)C(O)C1O,TRUE
14328,FDB014325,Artabsinolide A,CC1C2CCC(C)(O)C3=C(C2OC1=O)C(C)(O)CC3=O,TRUE
14331,FDB014328,gamma-Carotene,CC(C)=CCC\C(C)=C/C=C\C(\C)=C\C=C\C(\C)=C\C=C/C=C(\C)/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C,TRUE
14335,FDB014332,Glaucarubin,CCC(C)(O)C(=O)OC1C2C(C)C(O)C3(O)OCC22C3C3(C)C(O)C(O)C=C(C)C3CC2OC1=O,TRUE
14342,FDB014339,alpha-Irone,CC1CC=C(C)C(\C=C\C(C)=O)C1(C)C,TRUE
14361,FDB014358,"3,14-Dihydroxy-11,13-dihydrocostunolide",CC1C2CC\C(CO)=C/CC(O)\C(C)=C/C2OC1=O,TRUE
14368,FDB014365,Perilla sugar,CC(=C)C1CCC(\C=N\O)=CC1,TRUE
14376,FDB014373,Ursolic acid,[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)C3CC[C@@]12C)C(O)=O,TRUE
14380,FDB014377,Cobaltous chloride,[Cl-].[Cl-].[Co++],TRUE
14381,FDB014378,Nerolidol,CC(C)=CCCC(C)=CCCC(C)(O)C=C,TRUE
14404,FDB014401,Deacetylnomilin,CC12CCC3C4(C)C(CC(=O)C3(C)C11OC1C(=O)OC2C1=COC=C1)C(C)(C)OC(=O)CC4O,TRUE
14412,FDB014409,Quercilicoside A,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE
14414,FDB014411,Ginsenoside Ra1,CC(C)=CCCC(C)(OC1OC(COC2OCC(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
14419,FDB014416,alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O,TRUE
14424,FDB014421,Cucurbitacin I 2-glucoside,CC(C)(O)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,TRUE
14428,FDB014425,Bauerenol,CC1CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C2C1C,TRUE
14442,FDB014439,Tanacetin,CC12CCC3C(OC(=O)C3=C)C1(O)C(=C)CCC2O,TRUE
14474,FDB014471,Absinthin,[H][C@@]12C3[C@H]4C=C(C)[C@@]5(C6OC(=O)[C@@H](C)[C@@H]6CC[C@](C)(O)C45)C3C(C)=C1[C@H]1OC(=O)[C@@H](C)C1CC[C@]2(C)O,TRUE
14475,FDB014472,"(2E,7R,11R)-2-Phyten-1-ol",CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO,TRUE
14482,FDB014479,Ginsenoside B2,CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(C)(CCC=C(C)C)OC3OC(CO)C(O)C(O)C3O)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O,TRUE
14483,FDB014480,Ziziphin,CC1OC(OC2C(O)C(O)COC2OC2CCC3(C)C(CCC4(C)C3CCC3C5C6(CC43CO6)OC(CC5(C)OC3OC(C)C(O)C(OC(C)=O)C3OC(C)=O)C=C(C)C)C2(C)C)C(O)C(O)C1O,TRUE
14487,FDB014484,alpha-Ionone,CC(=O)\C=C\C1C(C)=CCCC1(C)C,TRUE
14490,FDB014487,"(R)-(E)-4,7-Megastigmadien-9-one",CC(=O)\C=C\[C@H]1C(C)=CCCC1(C)C,TRUE
14497,FDB014494,Momordicin I,CC(CC(O)C=C(C)C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(CCC12C)C=O,TRUE
14507,FDB014504,Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,TRUE
14514,FDB014511,Brein,CC1CCC2(C)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C,TRUE
14516,FDB014513,Nomilinic acid,CC(=O)OC(CC(O)=O)C1(C)C(CC(=O)C2(C)C1CCC1(C)C(OC(=O)C3OC213)C1=COC=C1)C(C)(C)O,TRUE
14517,FDB014514,Nomilin,CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(OC(=O)C5OC345)C3=COC=C3)C12C,TRUE
14519,FDB014516,"(2E,6E)-Farnesol",CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,TRUE
14528,FDB014525,Ginsenoside Rd,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,TRUE
14533,FDB014530,(+)-Menthone,CC(C)[C@H]1CC[C@H](C)CC1=O,TRUE
14542,FDB014539,Matairesinol,COC1=CC(CC2C(CC3=CC(OC)=C(O)C=C3)COC2=O)=CC=C1O,TRUE
14543,FDB014540,Matricarin,CC1C2C(OC1=O)C1C(C)=CC(=O)C1=C(C)CC2OC(C)=O,TRUE
14555,FDB014552,(R)-alpha-Terpineol,CC1=CC[C@@H](CC1)C(C)(C)O,TRUE
14565,FDB014562,Hydrogen peroxide (H2O2),OO,TRUE
14566,FDB014563,Leucrose,OCC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(=O)CO,TRUE
14578,FDB014575,Lactucin,CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(CO)=CC2=O,TRUE
14595,FDB014592,Lactupicrin,CC1=C2C(C3OC(=O)C(=C)C3C(C1)OC(=O)CC1=CC=C(O)C=C1)C(CO)=CC2=O,TRUE
14610,FDB014607,Citronellic acid,CC(CCC=C(C)C)CC(O)=O,TRUE
14611,FDB014608,Solanesol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=CCC\C(C)=C\CCC(C)=CCC\C(C)=C\CCC(C)=CCO,TRUE
14626,FDB014623,Cucurbitacin E,CC(=O)OC(C)(C)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,TRUE
14637,FDB014634,Iron(III) sulfate (Fe2(SO4)3),[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,TRUE
14638,FDB014635,"11,12-Dimethoxy-8,11,13-abietatrien-20,7-olide",COC1=C(OC)C2=C(C=C1C(C)C)C1CC3C(C)(C)CCCC23C(=O)O1,TRUE
