id,public_id,name,SMILES,SMILES,InDomain
17149,FDB017142,Procyanidin B3 3-gallate,OC1CC2=C(O)C=C(O)C(C3C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,OC1CC2=C(O)C=C(O)C(C3C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,TRUE
17150,FDB017143,Procyanidin B4 3-gallate,OC1CC2=C(O)C=C(O)C(C3C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,OC1CC2=C(O)C=C(O)C(C3C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,TRUE
17151,FDB017144,ent-Epicatechin-(4alpha->8)-catechin,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,TRUE
17152,FDB017145,Urodiolenone,CC1CC(=O)C=C2CCC(CC12C)C(C)(O)CO,CC1CC(=O)C=C2CCC(CC12C)C(C)(O)CO,FALSE
17153,FDB017146,Eujambolin,COC1=C(O)C=C(C=C1O)C1=C(OC2OC(C)C(OC(C)=O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,COC1=C(O)C=C(C=C1O)C1=C(OC2OC(C)C(OC(C)=O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,FALSE
17154,FDB017147,Cyanidin 3-(4-acetylglucoside),CC(=O)OC1C(CO)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,CC(=O)OC1C(CO)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,FALSE
17155,FDB017148,Cyanidin 3-arabinoside,OC[C@@H]1O[C@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,OC[C@@H]1O[C@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,TRUE
17157,FDB017150,"Cyanidin 3,3',5-triglucoside",OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(CO)C(O)C(O)C4O)C=C23)C2=CC(OC3OC(CO)C(O)C(O)C3O)=C(O)C=C2)C(O)C(O)C1O,OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(CO)C(O)C(O)C4O)C=C23)C2=CC(OC3OC(CO)C(O)C(O)C3O)=C(O)C=C2)C(O)C(O)C1O,FALSE
17158,FDB017151,Cyanidin 3-(6''-malonylglucoside),OC1C(COC(=O)CC(O)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,OC1C(COC(=O)CC(O)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,FALSE
17159,FDB017152,Cyanidin 3-rhamnoside,CC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,CC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE
17163,FDB017156,Cyanidin 3-[6-(6-sinapylglucosyl)-2-xylosylgalactoside],[H][C@@]1(O)CO[C@@]([H])(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=CC(=O)C4=C3)C3=CC(O)=C(O)C=C3)O[C@]([H])(CO[C@]3([H])O[C@]([H])(C[O+]=C(O)C=CC4=CC(OC)=C(O)C(OC)=C4)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,[H][C@@]1(O)CO[C@@]([H])(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=CC(=O)C4=C3)C3=CC(O)=C(O)C=C3)O[C@]([H])(CO[C@]3([H])O[C@]([H])(C[O+]=C(O)C=CC4=CC(OC)=C(O)C(OC)=C4)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,FALSE
17165,FDB017158,Cyanidin 3-sambubioside,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,FALSE
17166,FDB017159,Cyanidin 3-galactoside,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,TRUE
17169,FDB017162,Cyanidin 7-glucoside,OCC1OC(OC2=CC(O)=C3C=C(O)C(=[O+]C3=C2)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,OCC1OC(OC2=CC(O)=C3C=C(O)C(=[O+]C3=C2)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,FALSE
17171,FDB017164,Cyanidin 3-(disinapoylsophoroside) 5-glucoside,COC1=CC(\C=C\C(=O)OC[C@H]2O[C@@H](O[C@H]3[C@@H](OC4=C([O+]=C5C=C(O)C=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C5=C4)C4=CC(O)=C(O)C=C4)O[C@H](COC(=O)\C=C\C4=CC(OC)=C(O)C(OC)=C4)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)=CC(OC)=C1O,COC1=CC(\C=C\C(=O)OC[C@H]2O[C@@H](O[C@H]3[C@@H](OC4=C([O+]=C5C=C(O)C=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C5=C4)C4=CC(O)=C(O)C=C4)O[C@H](COC(=O)\C=C\C4=CC(OC)=C(O)C(OC)=C4)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)=CC(OC)=C1O,FALSE
17172,FDB017165,Cyanidin 3-sambubioside 5-glucoside,OCC1OC(OC2=C3C=C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(=[O+]C3=CC(O)=C2)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,OCC1OC(OC2=C3C=C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(=[O+]C3=CC(O)=C2)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,FALSE
17175,FDB017168,Cyanidin 3-(malonylsophoroside) 5-glucoside,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC3=C(C=C(O)C=C3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC3=C(C=C(O)C=C3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,FALSE
17177,FDB017170,Hyacinthin,OC1C(C\[O+]=C(/O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C(OC3=CC(O)=CC(=O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,OC1C(C\[O+]=C(/O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C(OC3=CC(O)=CC(=O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,FALSE
17179,FDB017172,Cyanidin 3-(6-caffeoylglucoside) 5-glucoside,OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(COC(=O)\C=C\C5=CC(O)=C(O)C=C5)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(COC(=O)\C=C\C5=CC(O)=C(O)C=C5)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,FALSE
17180,FDB017173,Cyanidin 3-xyloside,[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]1([H])O,[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]1([H])O,TRUE
17181,FDB017174,Cyananin,OC1(CC(=O)C2=CC(=CC=C2)[N+]([O-])=O)C(=O)NC2=C(Cl)C=C(Cl)C=C12,OC1(CC(=O)C2=CC(=CC=C2)[N+]([O-])=O)C(=O)NC2=C(Cl)C=C(Cl)C=C12,FALSE
17182,FDB017175,"Cyanidin 3,3'-diglucoside",OCC1OC(OC2=C(O)C=CC(=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C3C(O)=CC(O)=CC3=[O+]2)C(O)C(O)C1O,OCC1OC(OC2=C(O)C=CC(=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C3C(O)=CC(O)=CC3=[O+]2)C(O)C(O)C1O,FALSE
17183,FDB017176,Cyanidin 3-(6''-ferulylglucoside) 5-glucoside,COC1=C(O)C=CC(\C=C\C(=O)OCC2OC(OC3=C([O+]=C4C=C(O)C=C(OC5OC(CO)C(O)C(O)C5O)C4=C3)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)=C1,COC1=C(O)C=CC(\C=C\C(=O)OCC2OC(OC3=C([O+]=C4C=C(O)C=C(OC5OC(CO)C(O)C(O)C5O)C4=C3)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)=C1,FALSE
17184,FDB017177,Cyanidin 3-(2G-glucosylrutinoside),CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,FALSE
17185,FDB017178,Cyanidin 7-arabinoside,OC1COC(\[O+]=C2/C=C(O)C3=CC(O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,OC1COC(\[O+]=C2/C=C(O)C3=CC(O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O,FALSE
17188,FDB017181,Cyanidin 4'-glucoside,OCC1OC(OC2=C(O)C=C(C=C2)C2=C(O)C=C3C(O)=CC(O)=CC3=[O+]2)C(O)C(O)C1O,OCC1OC(OC2=C(O)C=C(C=C2)C2=C(O)C=C3C(O)=CC(O)=CC3=[O+]2)C(O)C(O)C1O,FALSE
17189,FDB017182,"Cyanidin 3,4'-diglucoside",OCC1OC(OC2=C(O)C=C(C=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C3C(O)=CC(O)=CC3=[O+]2)C(O)C(O)C1O,OCC1OC(OC2=C(O)C=C(C=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C3C(O)=CC(O)=CC3=[O+]2)C(O)C(O)C1O,TRUE
17190,FDB017183,Cyanidin 3-(diferuloylsophoroside) 5-glucoside,CCC1=C(C)NC2=C1C(=O)C(CN1CCCCC1)CC2,CCC1=C(C)NC2=C1C(=O)C(CN1CCCCC1)CC2,FALSE
17191,FDB017184,Cyanidin 3-(caffeoylglucoside),[H]C1(C[O+]=C(O)C=CC2=CC(O)=C(O)C=C2)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(=O)C3=C2)C2=CC(O)=C(O)C=C2)C([H])(O)C([H])(O)[C@]1([H])O,[H]C1(C[O+]=C(O)C=CC2=CC(O)=C(O)C=C2)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(=O)C3=C2)C2=CC(O)=C(O)C=C2)C([H])(O)C([H])(O)[C@]1([H])O,FALSE
17193,FDB017186,Cyanidin 3-lathyroside,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,FALSE
17194,FDB017187,Cyanidin 3-rhamnoside 5-glucoside,CC1OC(OC2=C([O+]=C3C=C(O)C=C(OC4OC(CO)C(O)C(O)C4O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,CC1OC(OC2=C([O+]=C3C=C(O)C=C(OC4OC(CO)C(O)C(O)C4O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,FALSE
17195,FDB017188,Cyanidin 3-(2G-xylosylrutinoside),CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,FALSE
17196,FDB017189,Cyanidin 3-sophorotrioside,OCC1OC(OC2C(OC3C(OC4=C([O+]=C5C=C(O)C=C(O)C5=C4)C4=CC(O)=C(O)C=C4)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(OC3C(OC4=C([O+]=C5C=C(O)C=C(O)C5=C4)C4=CC(O)=C(O)C=C4)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,FALSE
17197,FDB017190,Cyanidin 3-laminaribioside,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C=C3)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C=C3)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
17198,FDB017191,Delphinidin 3-glucoside,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE
17199,FDB017192,Delphinidin 3-arabinoside,OC[C@@H]1O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@@H](O)[C@@H]1O,FALSE
17200,FDB017193,"Delphinidin 3,5-di(6''-malonylglucoside)",OC1C(COC(=O)CC(O)=O)OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(COC(=O)CC(O)=O)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C(O)=C2)C(O)C1O,OC1C(COC(=O)CC(O)=O)OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(COC(=O)CC(O)=O)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C(O)=C2)C(O)C1O,FALSE
17201,FDB017194,Delphinidin 3-(6''-E-p-coumaroylglucoside) 5-glucoside,OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(COC(=O)\C=C\C5=CC=C(O)C=C5)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(COC(=O)\C=C\C5=CC=C(O)C=C5)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,FALSE
17202,FDB017195,Delphinidin 3-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE
17203,FDB017196,Delphinidin 3-rutinoside 5-glucoside,CC1OC(OCC2OC(OC3=CC4=C(OC5OC(CO)C(O)C(O)C5O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(OC3=CC4=C(OC5OC(CO)C(O)C(O)C5O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,FALSE
17205,FDB017198,Delphinidin 3-xyloside 7-rhamnosylglucoside,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1,TRUE
17206,FDB017199,Delphinidin 3-rhamnoside 5-glucoside,CC1OC(OC2=C([O+]=C3C=C(O)C=C(OC4OC(CO)C(O)C(O)C4O)C3=C2)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,CC1OC(OC2=C([O+]=C3C=C(O)C=C(OC4OC(CO)C(O)C(O)C4O)C3=C2)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,FALSE
17208,FDB017201,Delphinidin 3-sambubioside,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,FALSE
17209,FDB017202,Delphinidin 3-galactoside,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,TRUE
17210,FDB017203,Delphinidin 3-(acetylglucoside),[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE
17211,FDB017204,Delphinidin 3-(6-p-coumaroylglucoside),OC1C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C1O,OC1C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C1O,FALSE
17213,FDB017206,Delphinidin 3-gentiobioside,OCC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE
17214,FDB017207,Delphinidin 3-sophoroside,OCC1OC(OC2C(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C(O)=C3)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C(O)=C3)OC(CO)C(O)C2O)C(O)C(O)C1O,FALSE
17215,FDB017208,Delphinidin 3-sambubioside 5-glucoside,OCC1OC(OC2=C3C=C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(=[O+]C3=CC(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,OCC1OC(OC2=C3C=C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(=[O+]C3=CC(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,FALSE
17216,FDB017209,Malvidin 3-(6-acetylglucoside),COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(COC(C)=O)C(O)C(O)C1O)C(O)=CC(O)=C2,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(COC(C)=O)C(O)C(O)C1O)C(O)=CC(O)=C2,FALSE
17217,FDB017210,Malvidin 3-arabinoside,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2,FALSE
17218,FDB017211,Malvin,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(OC3OC(CO)C(O)C(O)C3O)=CC(O)=CC2=[O+]1,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(OC3OC(CO)C(O)C(O)C3O)=CC(O)=CC2=[O+]1,FALSE
17219,FDB017212,Malvidin 3-galactoside,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1,TRUE
17220,FDB017213,Malvidin 3-(6-coumaroylglucoside) 5-glucoside,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C2O)C=C2C(OC3OC(CO)C(O)C(O)C3O)=CC(O)=CC2=[O+]1,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C2O)C=C2C(OC3OC(CO)C(O)C(O)C3O)=CC(O)=CC2=[O+]1,FALSE
17222,FDB017215,Malvidin 3-rhamnoside,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(C)C(O)C(O)C1O)C(O)=CC(O)=C2,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(C)C(O)C(O)C1O)C(O)=CC(O)=C2,TRUE
17223,FDB017216,Malvidin 3-rhamnoside 5-glucoside,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(C)C(O)C(O)C1O)C(OC1OC(CO)C(O)C(O)C1O)=CC(O)=C2,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(C)C(O)C(O)C1O)C(OC1OC(CO)C(O)C(O)C1O)=CC(O)=C2,FALSE
17224,FDB017217,Malvidin 3-(6-coumaroylglucoside),COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C1O)C(O)=CC(O)=C2,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C1O)C(O)=CC(O)=C2,FALSE
17225,FDB017218,Gibberellin A120,CC12CC=CC3(OC1=O)C1CCC4CC1(CC4=C)C(C23)C(O)=O,CC12CC=CC3(OC1=O)C1CCC4CC1(CC4=C)C(C23)C(O)=O,FALSE
17227,FDB017220,Gibberellin A70,CC12CCCC3(OC1=O)C1CC(O)C4CC1(CC4=C)C(C23)C(O)=O,CC12CCCC3(OC1=O)C1CC(O)C4CC1(CC4=C)C(C23)C(O)=O,FALSE
17229,FDB017222,Gibberellin A121,CC12CC=CC3(OC1=O)C1CC(O)C4CC1(CC4=C)C(C23)C(O)=O,CC12CC=CC3(OC1=O)C1CC(O)C4CC1(CC4=C)C(C23)C(O)=O,FALSE
17231,FDB017224,Ginsenoside Rh5,COC(C)(CCC=C(C)C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O,COC(C)(CCC=C(C)C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O,FALSE
17232,FDB017225,Ethyl 2-phenyl-3-furancarboxylate,CCOC(=O)C1=C(OC=C1)C1=CC=CC=C1,CCOC(=O)C1=C(OC=C1)C1=CC=CC=C1,FALSE
17233,FDB017226,Cryptomeridiol 11-rhamnoside,CC1OC(OC(C)(C)C2CCC3(C)CCCC(C)(O)C3C2)C(O)C(O)C1O,CC1OC(OC(C)(C)C2CCC3(C)CCCC(C)(O)C3C2)C(O)C(O)C1O,FALSE
17235,FDB017228,28-Glucosyl-19(29)-dehydroursolic acid 3-arabinoside,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1=C)C(=O)OC1OC(CO)C(O)C(O)C1O,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1=C)C(=O)OC1OC(CO)C(O)C(O)C1O,FALSE
17236,FDB017229,Evobioside,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(CCC43O)C3=CC(=O)OC3)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(CCC43O)C3=CC(=O)OC3)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,TRUE
