,,,,bitter,sweet,tasteless
FDB009558,"2,4-Hexadien-1-ol",CC=CC=CCO,TRUE,0.029999999,0.870000005,0.07
FDB008131,Isopentyl alcohol,CC(C)CCO,TRUE,0.059999999,0.850000024,0.07
FDB001184,Methyl cellulose,COCC1O[C@@H](O[C@@H]2C(COC)OC(OC)C(OC)C2OC)C(OC)C(OC)C1OC,TRUE,0.01,0.819999993,0.07
FDB016863,Propyl 2-furanacrylate,CCCOC(=O)\C=C/C1=CC=CO1,TRUE,0.419999987,0.479999989,0.07
FDB012197,Ethyl benzoate,CCOC(=O)C1=CC=CC=C1,TRUE,0.709999979,0.25999999,0.07
FDB002422,Eupafolin,COC1=C(O)C2=C(OC(=CC2=O)C2=CC(O)=C(O)C=C2)C=C1O,TRUE,0.670000017,0.25999999,0.07
FDB002744,Patuletin,COC1=C(O)C2=C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)C=C1O,TRUE,0.670000017,0.25999999,0.07
FDB006540,Quercetin 3-O-methyl-ether,COC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC(O)=C(O)C=C1,TRUE,0.670000017,0.25999999,0.07
FDB011004,Hovenitin I,COC1=C(O)C(O)=CC(=C1)C1OC2=CC(O)=CC(O)=C2C(=O)C1O,TRUE,0.670000017,0.25999999,0.07
FDB011631,3-Methyl-2-phenylbutanal,CC(C)C(C=O)C1=CC=CC=C1,TRUE,0.829999983,0.119999997,0.07
FDB011349,Isosilybin,COC1=CC(=CC=C1O)C1OC2=C(OC1CO)C=C(C=C2)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1O,TRUE,0.870000005,0.050000001,0.07
FDB000013,Cyanidin 3-(6''-succinyl-glucoside),[H][C@]1(COC(=O)CCC(O)=O)O[C@@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE,0.670000017,0.039999999,0.07
FDB015978,Cafamarine,OCC1OC(OCC2(O)CC34CC2CCC3C2(CO)CC(=O)C3=C(C=CO3)C2CC4)C(O)C(O)C1O,TRUE,0.629999995,0.029999999,0.07
FDB000601,Isomangiferin,OCC1OC(C(O)C(O)C1O)C1=C(O)C=C(O)C2=C1OC1=C(C=C(O)C(O)=C1)C2=O,TRUE,0.899999976,0.02,0.07
FDB015776,Sclareol,CC(O)(CCC1C(C)(O)CCC2C(C)(C)CCCC12C)C=C,TRUE,0.899999976,0.02,0.07
FDB012292,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,TRUE,0.839999974,0.02,0.07
FDB011123,4-Phenylpyridine,C1=CC=C(C=C1)C1=CC=NC=C1,TRUE,0.970000029,0.01,0.07
FDB013001,Sericoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.970000029,0.01,0.07
FDB020785,Arjunolic acid 3-glucoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,TRUE,0.970000029,0.01,0.07
FDB020912,Lucyoside N,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(CC1O)C(O)=O,TRUE,0.970000029,0.01,0.07
FDB005516,"trans-1,8-Terpin",CC(C)(O)C1CCC(C)(O)CC1,TRUE,0.930000007,0.01,0.07
FDB006838,"1,6-di-O-Galloylglucose",[H][C@]1(COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,TRUE,0.910000026,0.01,0.07
FDB018707,"1,6-Digalloyl-beta-D-glucopyranose",OC1C(O)C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1O,TRUE,0.910000026,0.01,0.07
FDB018710,"1,2,6-Trigalloyl-beta-D-glucopyranose",OC1C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)OC1COC(=O)C1=CC(O)=C(O)C(O)=C1,TRUE,0.910000026,0.01,0.07
FDB002429,Tricin 7-glucoside,COC1=CC(=CC(OC)=C1O)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1,TRUE,0.899999976,0.01,0.07
FDB002474,Rhamnazin 3-glucoside,COC1=CC(O)=C2C(=O)C(OC3OC(CO)C(O)C(O)C3O)=C(OC2=C1)C1=CC(OC)=C(O)C=C1,TRUE,0.899999976,0.01,0.07
FDB002679,Hesperetin 7-neohesperidoside,COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1,TRUE,0.899999976,0.01,0.07
FDB002830,Afrormosin 7-glucoside,COC1=CC=C(C=C1)C1=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=C(OC)C=C2C1=O,TRUE,0.899999976,0.01,0.07
FDB016411,Isorhamnetin 3-glucoside 7-rhamnoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1,TRUE,0.899999976,0.01,0.07
FDB016412,Isorhamnetin 3-glucoside 4'-rhamnoside,COC1=C(OC2OC(C)C(O)C(O)C2O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.899999976,0.01,0.07
FDB016533,Spinacetin 3-glucoside,COC1=CC(=CC=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O,TRUE,0.899999976,0.01,0.07
FDB016558,Poncirin,COC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1,TRUE,0.899999976,0.01,0.07
FDB012629,(Z)-Methyl isoeugenol,COC1=C(OC)C=C(\C=C/C)C=C1,TRUE,0.870000005,0.01,0.07
FDB111985,Lysyltryptophan,NCCCC[C@H](N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,TRUE,0.850000024,0.01,0.07
FDB012160,Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,TRUE,0.939999998,0,0.07
FDB012501,N-(2-Methylpropyl)acetamide,CC(C)CNC(C)=O,TRUE,0.930000007,0,0.07
FDB023249,Protopine,CN1CCC2=C(C=C3OCOC3=C2)C(=O)CC2=C(C1)C1=C(OCO1)C=C2,TRUE,0.920000017,0,0.07
FDB014940,Linalool,CC(C)=CCCC(C)(O)C=C,TRUE,0,0.959999979,0.059999999
FDB014941,L-Linalool,CC(C)=CCC[C@](C)(O)C=C,TRUE,0,0.959999979,0.059999999
FDB020377,Ethyl (E)-3-hexenoate,CCOC(=O)C\C=C/CC,TRUE,0,0.949999988,0.059999999
FDB008135,2-Methylbutanoic acid,CCC(C)C(O)=O,TRUE,0.01,0.939999998,0.059999999
FDB011870,(S)-2-Methylbutanoic acid,CC[C@H](C)C(O)=O,TRUE,0.01,0.939999998,0.059999999
FDB008049,"2,3-Heptanedione",CCCCC(=O)C(C)=O,TRUE,0,0.939999998,0.059999999
FDB008070,"2,3-Hexanedione",CCCC(=O)C(C)=O,TRUE,0,0.939999998,0.059999999
FDB018750,2-Methylbutyl 2-methylbutanoate,CCC(C)COC(=O)C(C)CC,TRUE,0.02,0.930000007,0.059999999
FDB003805,Methyl-beta-hydroxyhexanoate,CCCC(O)CC(=O)OC,TRUE,0,0.930000007,0.059999999
FDB000898,"1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1,6-heptadien-3-one",CC1=CCCC(C)(C)C1\C=C\C(=O)CCC=C,TRUE,0,0.920000017,0.059999999
FDB003354,Methyl 2-octynoate,CCCCCC#CC(=O)OC,TRUE,0,0.920000017,0.059999999
FDB010076,Phthalide,O=C1OCC2=CC=CC=C12,TRUE,0.039999999,0.910000026,0.059999999
FDB010854,Hexyl formate,CCCCCCOC=O,TRUE,0.039999999,0.910000026,0.059999999
FDB012868,Heptyl formate,CCCCCCCOC=O,TRUE,0.039999999,0.910000026,0.059999999
FDB017994,Octyl formate,CCCCCCCCOC=O,TRUE,0.039999999,0.910000026,0.059999999
FDB010991,5-Methyl-2-furancarboxaldehyde,CC1=CC=C(O1)C=O,TRUE,0.02,0.910000026,0.059999999
FDB011128,2-Acetylfuran,CC(=O)C1=CC=CO1,TRUE,0.02,0.910000026,0.059999999
FDB012001,Methyl cinnamate,COC(=O)\C=C/C1=CC=CC=C1,TRUE,0.02,0.910000026,0.059999999
FDB008174,4-Methyl-2-pentanone,CC(C)CC(C)=O,TRUE,0.01,0.910000026,0.059999999
FDB000839,Vanillin acetate,COC1=C(OC(C)=O)C=CC(C=O)=C1,TRUE,0.029999999,0.889999986,0.059999999
FDB008032,N-Acetylglucosamine,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,TRUE,0.01,0.889999986,0.059999999
FDB003216,"3,5,5-Trimethyl-2-cyclohexen-1-one",CC1=CC(=O)CC(C)(C)C1,TRUE,0.090000004,0.860000014,0.059999999
FDB016313,2-Methyl-3-(2-pentenyl)-2-cyclopenten-1-one,CC\C=C/CC1=C(C)C(=O)CC1,TRUE,0.029999999,0.810000002,0.059999999
FDB001367,Propyl propionate,CCCOC(=O)CC,TRUE,0.310000002,0.75,0.059999999
FDB012082,Ethyl butyrate,CCCC(=O)OCC,TRUE,0.310000002,0.75,0.059999999
FDB015642,Steviol,CC12CCCC(C)(C1CCC13CC(=C)C(O)(C1)CCC23)C(O)=O,TRUE,0.079999998,0.74000001,0.059999999
FDB017311,Peonidin 3-rhamnoside,COC1=C(O)C=CC(=C1)C1=C(OC2OC(C)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1,TRUE,0.389999986,0.589999974,0.059999999
FDB003654,Ornithine,NCCCC(N)C(O)=O,TRUE,0.100000001,0.589999974,0.059999999
FDB023157,D-Ornithine,NCCC[C@@H](N)C(O)=O,TRUE,0.100000001,0.589999974,0.059999999
FDB021778,Chavicol glucoside,OCC1OC(OC2=CC=C(CC=C)C=C2)C(O)C(O)C1O,TRUE,0.289999992,0.569999993,0.059999999
FDB014409,Quercilicoside A,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.810000002,0.200000003,0.059999999
FDB000894,Acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(O)=O,TRUE,0.850000024,0.090000004,0.059999999
FDB022811,Chlorate,O[Cl](=O)=O,TRUE,0.75999999,0.039999999,0.059999999
FDB003191,Taurine,NCCS(O)(=O)=O,TRUE,0.930000007,0.029999999,0.059999999
FDB012800,Rhababerone,CC1=CC2=C(C=C1O)C(=O)C1=C(O)C=CC(O)=C1C2=O,TRUE,0.860000014,0.029999999,0.059999999
FDB014960,(+)-3-Thujone,CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2,TRUE,0.949999988,0.02,0.059999999
FDB014961,(-)-3-Thujone,CC(C)[C@]12C[C@H]1[C@@H](C)C(=O)C2,TRUE,0.949999988,0.02,0.059999999
FDB014962,(-)-3-Isothujone,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2,TRUE,0.949999988,0.02,0.059999999
FDB021854,3-Thujanone,CC(C)C12CC1C(C)C(=O)C2,TRUE,0.949999988,0.02,0.059999999
FDB000772,Lucyoside O,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.939999998,0.02,0.059999999
FDB017811,28-Glucosylpomolate,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.939999998,0.02,0.059999999
FDB013026,Barringtogenol C,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CO)C(O)C1O,TRUE,0.839999974,0.02,0.059999999
FDB020412,3'-Glucosylphloroacetophenone,CC(=O)C1=C(O)C(C2OC(CO)C(O)C(O)C2O)=C(O)C=C1O,TRUE,0.800000012,0.02,0.059999999
FDB002995,1-Acetoxy-2-hydroxy-16-heptadecen-4-one,CC(=O)OCC(O)CC(=O)CCCCCCCCCCCC=C,TRUE,0.970000029,0.01,0.059999999
FDB017262,alpha-Terpinyl anthranilate,CC1=CCC(CC1)C(C)(C)OC(=O)C1=CC=CC=C1N,TRUE,0.949999988,0.01,0.059999999
FDB013867,Aloin,OCC1OC(C(O)C(O)C1O)C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,TRUE,0.930000007,0.01,0.059999999
FDB021037,7-Hydroxyaloin B,OCC1OC(C(O)C(O)C1O)C1C2=C(C(O)=C(O)C=C2)C(=O)C2=C1C=C(CO)C=C2O,TRUE,0.930000007,0.01,0.059999999
FDB000696,Isofraxidin,COC1=CC2=C(OC(=O)C=C2)C(OC)=C1O,TRUE,0.920000017,0.01,0.059999999
FDB014814,Carnosol,CC(C)C1=CC2=C(C(O)=C1O)C13CCCC(C)(C)C1CC2OC3=O,TRUE,0.910000026,0.01,0.059999999
FDB000108,Procyanidin trimer EEC,O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C(C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB000122,Prodelphinidin trimer GC-C-C,[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC(O)=C(O)C=C1)C(=C(O)C=C2O)[C@]1([H])C2=C(O)C=C(O)C(=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O)[C@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O,TRUE,0.889999986,0.01,0.059999999
FDB000958,Procyanidin B1,O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB001635,Catechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C([C@H]1C(O)[C@H](OC3=C1C(O)=CC(O)=C3[C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB006771,Catechin-(4->8)-gallocatechin,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C(C1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB007562,Epicatechin-(4beta->8)-epicatechin-(4beta->6)-catechin,O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C2O,TRUE,0.889999986,0.01,0.059999999
FDB007564,Epicatechin-(4beta->8)-epicatechin-(4beta->8)-catechin,O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB008702,Epifisetinidol-(4beta->8)-catechin-(6->4beta)-epifisetinidol,OC1CC2=C(O)C(C3C(O)C(OC4=CC(O)=CC=C34)C3=CC(O)=C(O)C=C3)=C(O)C(C3C(O)C(OC4=CC(O)=CC=C34)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB012204,Procyanidin B2,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB012205,Procyanidin B3,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@@H](O)C2)C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB012206,Procyanidin B4,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB015171,Epicatechin-(4beta->8)-gallocatechin,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC(O)=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB016767,Prodelphinidin B1,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016769,Epigallocatechin-(4beta->8)-catechin,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016770,Prodelphinidin B,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC(O)=C(O)C(O)=C3)=C2OC1C1=CC(O)=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB016773,Gallocatechin-(4alpha->8)-epicatechin,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016781,Cinnamtannin III,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=C([C@@H]9[C@@H](O)[C@H](OC%10=C([C@@H]%11[C@@H](O)[C@H](OC%12=CC(O)=CC(O)=C%11%12)C%11=CC=C(O)C(O)=C%11)C(O)=CC(O)=C9%10)C9=CC=C(O)C(O)=C9)C(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB016782,Cinnamtannin II,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=C([C@@H]9[C@@H](O)[C@H](OC%10=CC(O)=CC(O)=C9%10)C9=CC=C(O)C(O)=C9)C(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB016783,Arecatannin A3,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=C(C7C(O)C(OC8=C(C9C(O)C(OC%10=CC(O)=CC(O)=C9%10)C9=CC(O)=C(O)C=C9)C(O)=CC(O)=C78)C7=CC(O)=C(O)C=C7)C(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB016784,Cinnamtannin A2,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=CC(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB016785,"3,3',4',5,7-Pentahydroxyflavan(4->8)-3,4',5,7-tetrahydroxyflavan",OC1CC2=C(OC1C1=CC=C(O)C=C1)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016787,Epicatechin-(4beta->6)-epicatechin-(4beta->8)-epicatechin,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=C([C@@H]1[C@@H](O)[C@H](OC4=C1C(O)=CC(O)=C4)C1=CC=C(O)C(O)=C1)C(O)=C3)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016789,Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin,O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=C([C@@H]1[C@@H](O)[C@H](OC4=C1C(O)=CC(O)=C4)C1=CC=C(O)C(O)=C1)C(O)=C3)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016791,Epicatechin-(4beta->8)-epicatechin-(4beta->6)-epicatechin,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1)=C2O,TRUE,0.889999986,0.01,0.059999999
FDB016792,Arecatannin B1,OC1CC2=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C(O)C=C2OC1C1=CC=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB017144,ent-Epicatechin-(4alpha->8)-catechin,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,TRUE,0.889999986,0.01,0.059999999
FDB017706,Procyanidin B5,OC1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O,TRUE,0.889999986,0.01,0.059999999
FDB017710,Procyanidin C1,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C2O[C@@H]([C@H](O)[C@@]([H])(C3=C(O)C=C(O)C4=C3O[C@@H]([C@H](O)C4)C3=CC(O)=C(O)C=C3)C2=C(O)C=C1O)C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB017713,Arecatannin A1,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB017715,Procyanidin C2,O[C@H]1CC2=C(O)C=C(O)C([C@H]3[C@H](O)[C@H](OC4=C([C@H]5[C@H](O)[C@H](OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2O[C@@H]1C1=CC(O)=C(O)C=C1,TRUE,0.889999986,0.01,0.059999999
FDB017716,[Gallocatechin(4alpha->8)]2-catechin,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(O)C(OC3=C(C4C(O)C(OC5=CC(O)=CC(O)=C45)C4=CC(O)=C(O)C(O)=C4)C(O)=CC(O)=C13)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB017717,Gallocatechin-(4alpha->8)-catechin-(4alpha->8)-catechin,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(O)C(OC3=C(C4C(O)C(OC5=CC(O)=CC(O)=C45)C4=CC(O)=C(O)C(O)=C4)C(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB017718,Catechin-(4alpha->8)-gallocatechin-(4alpha->8)-catechin,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(O)C(OC3=C(C4C(O)C(OC5=CC(O)=CC(O)=C45)C4=CC(O)=C(O)C=C4)C(O)=CC(O)=C13)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB020110,Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin,O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,TRUE,0.889999986,0.01,0.059999999
FDB021145,ent-Epicatechin-(4alpha->6)-ent-epicatechin,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O,TRUE,0.889999986,0.01,0.059999999
FDB013024,Queretaroic acid,CC1(C)C(O)CCC2(C)C1CCC1(C)C2CC=C2C3CC(C)(CO)CCC3(CCC12C)C(O)=O,TRUE,0.99000001,0,0.059999999
